0.986059	0.0209768	-0.115295	0.0209768	0.968437	0.173479	-0.115295	0.173479	0.0465041	
0.977691	0.0422552	-0.141433	0.0422552	0.919964	0.26789	-0.141433	0.26789	0.103345	
0.977691	0.0422552	-0.141433	0.0422552	0.919964	0.26789	-0.141433	0.26789	0.103345	
0.977691	0.0422552	-0.141433	0.0422552	0.919964	0.26789	-0.141433	0.26789	0.103345	
0.97332	-0.160958	0.00581295	-0.160958	0.0289461	0.0350694	0.00581295	0.0350694	0.998733	
0.977691	0.0422552	-0.141433	0.0422552	0.919964	0.26789	-0.141433	0.26789	0.103345	
0.625861	-0.472903	0.100737	-0.472903	0.402262	0.127329	0.100737	0.127329	0.972877	
0.0142637	-0.0332993	0.109388	-0.0332993	0.998875	0.00369524	0.109388	0.00369524	0.987861	
0.0105129	-0.0934252	-0.0261654	-0.0934252	0.991179	-0.00247048	-0.0261654	-0.00247048	0.999308	
0.996078	-0.0165311	0.0602482	-0.0165311	0.93033	0.253916	0.0602482	0.253916	0.0745925	
0.716567	-0.423289	-0.153757	-0.423289	0.367843	-0.229627	-0.153757	-0.229627	0.916589	
0.999523	-0.01719	-0.0134355	-0.01719	0.380138	-0.484477	-0.0134355	-0.484477	0.621339	
0.928519	-0.257322	-0.00923739	-0.257322	0.0736745	-0.0332535	-0.00923739	-0.0332535	0.998806	
0.628719	-0.419415	0.239064	-0.419415	0.526212	0.270057	0.239064	0.270057	0.846069	
0.175492	-0.254082	0.281625	-0.254082	0.921701	0.0867861	0.281625	0.0867861	0.903806	
0.00253874	0.0389705	0.0040169	0.0389705	0.998477	-0.000156939	0.0040169	-0.000156939	0.999984	
0.0566786	-0.178455	-0.143793	-0.178455	0.96624	-0.0272025	-0.143793	-0.0272025	0.978081	
0.404114	-0.489053	-0.0322091	-0.489053	0.598627	-0.0264345	-0.0322091	-0.0264345	0.998259	
0.943933	-0.229702	-0.0102425	-0.229702	0.0589385	-0.0419624	-0.0102425	-0.0419624	0.998129	
0.991583	-0.0912392	0.00356854	-0.0912392	0.0109296	0.0386845	0.00356854	0.0386845	0.998487	
0.993054	-0.0830056	0.000752607	-0.0830056	0.00802724	0.00899416	0.000752607	0.00899416	0.999918	
0.989781	-0.0796631	-0.0613066	-0.0796631	0.379001	-0.477904	-0.0613066	-0.477904	0.632218	
0.988963	-0.0503538	-0.0914812	-0.0503538	0.770276	-0.417355	-0.0914812	-0.417355	0.241761	
0.99727	-0.0122762	-0.0506821	-0.0122762	0.944788	-0.227943	-0.0506821	-0.227943	0.0589418	
0.345584	-0.459191	-0.121017	-0.459191	0.677795	-0.0849149	-0.121017	-0.0849149	0.977621	
0.167026	-0.269395	0.256362	-0.269395	0.912874	0.0829109	0.256362	0.0829109	0.9211	
0.0143917	-0.0511178	0.102888	-0.0511178	0.997349	0.00533619	0.102888	0.00533619	0.98926	
0.00965772	0.09247	-0.0048381	0.09247	0.991366	0.000451742	-0.0048381	0.000451742	0.999976	
0.0449401	-0.135149	-0.153949	-0.135149	0.980875	-0.021785	-0.153949	-0.021785	0.975184	
0.231531	-0.409199	0.0985474	-0.409199	0.782107	0.0524752	0.0985474	0.0524752	0.987362	
0.929971	-0.253696	-0.0263257	-0.253696	0.0809255	-0.0953711	-0.0263257	-0.0953711	0.990103	
0.992798	-0.0844673	0.00289449	-0.0844673	0.00936545	0.0339466	0.00289449	0.0339466	0.998837	
0.991942	-0.08921	0.00516879	-0.08921	0.0123736	0.0572227	0.00516879	0.0572227	0.996685	
0.993119	-0.0823378	0.00689485	-0.0823378	0.0147897	0.0825002	0.00689485	0.0825002	0.993092	
0.989961	-0.0992564	0.00875064	-0.0992564	0.0186667	0.0865164	0.00875064	0.0865164	0.992373	
0.928546	-0.254883	0.0362215	-0.254883	0.0908157	0.129205	0.0362215	0.129205	0.981639	
0.91261	-0.281287	0.0233058	-0.281287	0.0946054	0.0750155	0.0233058	0.0750155	0.993785	
0.916185	-0.270764	-0.0582504	-0.270764	0.125298	-0.188177	-0.0582504	-0.188177	0.959517	
0.92189	-0.26389	-0.0478797	-0.26389	0.108459	-0.16176	-0.0478797	-0.16176	0.970651	
0.960563	-0.194446	0.00575677	-0.194446	0.0412774	0.0283839	0.00575677	0.0283839	0.99916	
0.992892	-0.0838181	0.00502124	-0.0838181	0.0116553	0.0592082	0.00502124	0.0592082	0.996453	
0.991887	-0.0896257	0.00247228	-0.0896257	0.00986621	0.0273123	0.00247228	0.0273123	0.999247	
0.891395	-0.25495	0.178051	-0.25495	0.401508	0.417973	0.178051	0.417973	0.708097	
0.992335	-0.0870569	0.00439107	-0.0870569	0.0111803	0.0498751	0.00439107	0.0498751	0.997484	
0.991092	-0.0938403	0.00375609	-0.0938403	0.0114921	0.0395665	0.00375609	0.0395665	0.998416	
0.993366	-0.0807884	0.00753876	-0.0807884	0.0162009	0.0918031	0.00753876	0.0918031	0.991433	
0.992018	-0.0885113	0.00871642	-0.0885113	0.0185004	0.0966562	0.00871642	0.0966562	0.990481	
0.992146	-0.087425	0.0118726	-0.087425	0.026802	0.132164	0.0118726	0.132164	0.982052	
0.992646	-0.0848868	0.00933436	-0.0848868	0.0202018	0.107741	0.00933436	0.107741	0.988153	
0.993814	-0.0779687	0.00791512	-0.0779687	0.0173134	0.099759	0.00791512	0.099759	0.989873	
0.994988	-0.0705115	0.00308922	-0.0705115	0.00791581	0.0434648	0.00308922	0.0434648	0.998096	
0.998402	-0.0399207	0.000122093	-0.0399207	0.00260716	0.00305041	0.000122093	0.00305041	0.999991	
0.862354	-0.0381859	-0.342204	-0.0381859	0.989406	-0.0949348	-0.342204	-0.0949348	0.14924	
0.839852	-0.252035	-0.266118	-0.252035	0.603356	-0.418807	-0.266118	-0.418807	0.557792	
0.946187	-0.19701	-0.109774	-0.19701	0.278742	-0.401884	-0.109774	-0.401884	0.77607	
0.999635	0.0172363	0.00819225	0.0172363	0.185386	-0.387177	0.00819225	-0.387177	0.815979	
0.999854	-0.0116819	-0.00299908	-0.0116819	0.0629086	-0.240578	-0.00299908	-0.240578	0.938237	
0.999509	-0.0220512	-0.00192995	-0.0220512	0.00908117	-0.0867267	-0.00192995	-0.0867267	0.99241	
0.999803	-0.0139428	-0.00159837	-0.0139428	0.0141531	-0.113016	-0.00159837	-0.113016	0.987044	
0.993953	-0.0774171	-0.00334719	-0.0774171	0.00889994	-0.042851	-0.00334719	-0.042851	0.998147	
0.983222	-0.127981	0.0100275	-0.127981	0.0237711	0.0764892	0.0100275	0.0764892	0.994007	
0.964264	-0.163642	-0.0874335	-0.163642	0.250654	-0.400373	-0.0874335	-0.400373	0.786082	
0.589158	0.00932869	0.49148	0.00932869	0.999788	-0.0111597	0.49148	-0.0111597	0.412054	
0.00786209	0.041587	0.0712647	0.041587	0.998257	-0.00298717	0.0712647	-0.00298717	0.994881	
0.0475435	-0.0763469	-0.196219	-0.0763469	0.99388	-0.0157285	-0.196219	-0.0157285	0.959576	
0.243116	-0.264825	-0.336335	-0.264825	0.907341	-0.11768	-0.336335	-0.11768	0.850544	
0.554822	-0.333656	-0.367727	-0.333656	0.749929	-0.275607	-0.367727	-0.275607	0.696249	
0.783168	-0.40138	-0.0921565	-0.40138	0.256999	-0.170592	-0.0921565	-0.170592	0.960832	
0.851032	-0.354058	-0.0356468	-0.354058	0.158498	-0.084723	-0.0356468	-0.084723	0.99147	
0.90233	-0.293703	-0.0420963	-0.293703	0.116814	-0.126587	-0.0420963	-0.126587	0.981856	
0.960921	-0.19348	0.0088247	-0.19348	0.0420715	0.0436914	0.0088247	0.0436914	0.998007	
0.991922	-0.0892157	0.00669588	-0.0892157	0.0146281	0.0739548	0.00669588	0.0739548	0.994449	
0.991549	-0.0909134	0.010306	-0.0909134	0.022019	0.110864	0.010306	0.110864	0.987432	
0.991638	-0.0905497	0.00918028	-0.0905497	0.0194407	0.099413	0.00918028	0.099413	0.989921	
0.994252	-0.0753575	0.00553471	-0.0753575	0.0120774	0.072559	0.00553471	0.072559	0.994671	
0.991296	-0.0923939	0.00910681	-0.0923939	0.0192323	0.0966694	0.00910681	0.0966694	0.990472	
0.993582	-0.0794984	0.00708764	-0.0794984	0.0152452	0.0877954	0.00708764	0.0877954	0.992173	
0.993251	-0.0815041	0.00730705	-0.0815041	0.0156603	0.0882486	0.00730705	0.0882486	0.992088	
0.997374	-0.0511096	0.00196364	-0.0511096	0.00509415	0.0382244	0.00196364	0.0382244	0.998531	
0.994311	-0.0750675	0.00400028	-0.0750675	0.00950193	0.0527827	0.00400028	0.0527827	0.997187	
0.99013	-0.0979517	0.0129832	-0.0979517	0.0279482	0.128843	0.0129832	0.128843	0.982922	
0.986044	-0.117116	0.00559132	-0.117116	0.0171963	0.0469207	0.00559132	0.0469207	0.99776	
0.983402	-0.127594	0.00502835	-0.127594	0.0191209	0.0386555	0.00502835	0.0386555	0.998477	
0.9919	-0.089228	0.00802509	-0.089228	0.0170509	0.0884057	0.00802509	0.0884057	0.992049	
0.991043	-0.09389	0.00725736	-0.09389	0.0158373	0.0760723	0.00725736	0.0760723	0.99412	
0.99223	-0.0876222	0.00493026	-0.0876222	0.0118984	0.0555978	0.00493026	0.0555978	0.996872	
0.98789	-0.108851	0.0101126	-0.108851	0.0215545	0.0909008	0.0101126	0.0909008	0.991555	
0.991713	-0.0905236	0.00393769	-0.0905236	0.011158	0.0430137	0.00393769	0.0430137	0.998129	
0.99183	-0.089894	0.00382415	-0.089894	0.0109604	0.0420745	0.00382415	0.0420745	0.99821	
0.993986	-0.0771658	0.00416186	-0.0771658	0.00989415	0.0534003	0.00416186	0.0534003	0.99712	
0.996974	-0.0546794	0.004889	-0.0546794	0.0119251	0.0883459	0.004889	0.0883459	0.992101	
0.998863	-0.03362	0.00216334	-0.03362	0.00625204	0.0639445	0.00216334	0.0639445	0.995885	
0.99979	-0.0143625	0.00189852	-0.0143625	0.0183623	0.129758	0.00189852	0.129758	0.982848	
0.997959	-0.0448372	0.00497882	-0.0448372	0.0151845	0.109356	0.00497882	0.109356	0.987857	
0.997578	-0.0476626	0.0118983	-0.0476626	0.0618837	0.234189	0.0118983	0.234189	0.941538	
0.820244	-0.338956	0.179925	-0.338956	0.360851	0.339275	0.179925	0.339275	0.819905	
0.844694	0.352056	0.0841892	0.352056	0.201944	-0.190844	0.0841892	-0.190844	0.954362	
0.975827	0.110409	0.10665	0.110409	0.495713	-0.487121	0.10665	-0.487121	0.52946	
0.999039	0.0182008	0.025058	0.0182008	0.655309	-0.474556	0.025058	-0.474556	0.346652	
0.997602	-0.0122133	-0.0473353	-0.0122133	0.937795	-0.24109	-0.0473353	-0.24109	0.0656031	
0.984045	-0.083789	-0.0930795	-0.083789	0.559972	-0.488818	-0.0930795	-0.488818	0.456983	
0.982238	-0.0144102	0.131229	-0.0144102	0.988309	0.106465	0.131229	0.106465	0.0304528	
0.999997	-0.00147118	-0.000956991	-0.00147118	0.298032	-0.456623	-0.000956991	-0.456623	0.702971	
0.972996	-0.118666	-0.110302	-0.118666	0.478541	-0.484702	-0.110302	-0.484702	0.549463	
0.980182	-0.139044	0.00852944	-0.139044	0.0244893	0.0598414	0.00852944	0.0598414	0.996329	
0.949755	-0.212607	0.0496804	-0.212607	0.100367	0.210219	0.0496804	0.210219	0.950877	
0.975773	-0.149689	0.0347765	-0.149689	0.0751464	0.214867	0.0347765	0.214867	0.950081	
0.946053	-0.224707	-0.0221327	-0.224707	0.0640274	-0.0921893	-0.0221327	-0.0921893	0.99092	
0.922755	0.255541	0.0768076	0.255541	0.154618	-0.254095	0.0768076	-0.254095	0.923627	
0.990091	-0.0989974	-0.000301558	-0.0989974	0.0109178	-0.00301287	-0.000301558	-0.00301287	0.999991	
0.993045	-0.0827741	0.00697046	-0.0827741	0.014941	0.0829525	0.00697046	0.0829525	0.993015	
0.991103	-0.0936394	0.00636999	-0.0936394	0.0144577	0.0670433	0.00636999	0.0670433	0.995439	
0.995099	-0.0696243	0.00491053	-0.0696243	0.0108211	0.0697658	0.00491053	0.0697658	0.995079	
0.992811	-0.0842328	0.00592945	-0.0842328	0.0130796	0.0694729	0.00592945	0.0694729	0.99511	
0.991242	-0.0929131	0.00629483	-0.0929131	0.0142824	0.066782	0.00629483	0.066782	0.995476	
0.995955	-0.0633103	0.00409528	-0.0633103	0.00919118	0.0640913	0.00409528	0.0640913	0.995854	
0.996107	-0.0622294	0.00134757	-0.0622294	0.00535979	0.0215389	0.00134757	0.0215389	0.999534	
0.996831	-0.05617	0.000866466	-0.05617	0.00440594	0.0153578	0.000866466	0.0153578	0.999763	
0.430095	0.475864	-0.134523	0.475864	0.602658	0.112325	-0.134523	0.112325	0.968247	
0.693341	0.443608	-0.124599	0.443608	0.358285	0.180242	-0.124599	0.180242	0.949374	
0.866422	0.334686	-0.0598853	0.334686	0.161425	0.150046	-0.0598853	0.150046	0.973152	
0.989422	-0.102205	0.00313381	-0.102205	0.0125066	0.0302784	0.00313381	0.0302784	0.999072	
0.989375	-0.102429	0.00310159	-0.102429	0.0125302	0.0299011	0.00310159	0.0299011	0.999095	
0.992595	-0.0855927	0.00408763	-0.0855927	0.0106615	0.0472476	0.00408763	0.0472476	0.997744	
0.541197	-0.493284	0.0671951	-0.493284	0.469644	0.0722451	0.0671951	0.0722451	0.990159	
0.992687	-0.0851014	0.00322675	-0.0851014	0.00973712	0.0375473	0.00322675	0.0375473	0.998576	
0.994009	-0.0770295	0.00397704	-0.0770295	0.00963124	0.0511327	0.00397704	0.0511327	0.99736	
0.992616	-0.0853879	0.00556944	-0.0853879	0.0125848	0.0644044	0.00556944	0.0644044	0.995799	
0.988999	0.104237	0.00182882	0.104237	0.0123047	-0.017329	0.00182882	-0.017329	0.999696	
0.956304	0.204032	-0.0106977	0.204032	0.0473154	0.0499507	-0.0106977	0.0499507	0.997381	
